numero,capitulo,CODIGO,DESCRIPCION,TIEMPO ESTANDAR
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G93.6,Edema cerebral,90
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G93.81,Esclerosis temporal,30
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G93.9,"Trastorno del cerebro, no especificado",90
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G95.19,Otras mielopatías vasculares,240
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G95.89,Otras enfermedades especificadas de médula espinal,240
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G95.9,"Enfermedades de la médula espinal, no especificadas",240
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G96.0,Pérdida de líquido cefalorraquídeo,60
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G96.11,Desgarro de duramadre,60
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G97.0,Fuga de líquido cefalorraquídeo por punción espinal,30
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G97.1,Otra reacción a punción espinal y lumbar,15
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G97.2,Hipotensión intracraneal después de derivación de líquido cefalorraquídeo,30
6, ENFERMEDADES DEL SISTEMA NERVIOSO,G97.4,Punción y desgarro accidental de órgano o estructura del sistema nervioso durante un procedimiento,45
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H00.0,Orzuelo y otras inflamaciones profundas de los párpados,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H00.01 ,Orzuelo externo,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H00.02 ,Orzuelo interno,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H00.03 ,Absceso de párpado,10
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H00.1 ,Chalación,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01,Otros tipos de inflamación de párpado,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01.0 ,Blefaritis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01.009,"Blefaritis no especificada, lado no especificada, párpado no especificada",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01.119,"Dermatitis alérgica de párpado de ojo no especificado, párpado no especificado",4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01.8,Otras inflamaciones especificadas del párpado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H01.9,Inflamación de párpado no especificado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.0 ,Entropión y triquiasis de párpado,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.05,Triquiasis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.1 ,Ectropión del párpado,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.2,Lagoftalmos,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.3 ,Blefarocalasia,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.4 ,Blefaroptosis,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.409,Ptosis no especificada de párpado no especificado ,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.539,"Retracción de párpado, ojo no especificado, párpado no especificado",21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.6,Xantelasma del párpado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.829,"Quistes del párpado, ojo no especificado, párpado no especificado",4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.849,"Edema de párpado, ojo no especificado, párpado no especificado",4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H02.89,Otros trastornos especificados de párpado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04,Trastornos de aparato lacrimal,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.009,"Dacrioadenitis no especificada, glándula lacrimal no especificada",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.129,"Síndrome de ojo seco, glándula lacrimal no especificada ",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.209,"Epífora no especificada, glándula lacrimal no especificada",4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.309,"Dacriocistitis no especificada, lado no especificada",14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.319,Dacriocistitis flemonosa de vía lacrimal no especificada,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.329,Dacriocistitis aguda de vía lacrimal no especificada,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.339,Canaliculitis lacrimal aguda de vía lacrimal no especificada,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.419,Dacriocistitis crónica de vía lacrimal no especificada,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H04.89,Otros trastornos de aparato lacrimal,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05,Trastornos de órbita,60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.00,Inflamación aguda de órbita no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.019,Celulitis de órbita no especificada ,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.049,Tenonitis de órbita no especificada ,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.10,Trastornos inflamatorios crónicos de órbita no especificados,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.129,"Miositis orbitaria, órbita no especificada",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.20,Exoftalmos no especificado,60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.239,Hemorragia de órbita no especificada ,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H05.339,Deformidad de órbita no especificada debida a traumatismo o cirugía,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H06.2,Exoftalmía hipertiroidea,60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10,Conjuntivitis,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.0,Conjuntivitis mucopurulenta,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.01 ,Conjuntivitis folicular aguda,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.02 ,Otros tipos de conjuntivitis mucopurulenta,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.1 ,Conjuntivitis atópica aguda,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.22 ,Conjuntivitis seudomembranosa,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.3 ,Conjuntivitis aguda no especificada,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.33,"Conjuntivitis aguda no especificada, bilateral ",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.4 ,Conjuntivitis crónica,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.44,Conjuntivitis primaveral,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.45,Otros tipos de conjuntivitis alérgica crónica,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.5 ,Blefaroconjuntivitis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.509,"Blefaroconjuntivitis no especificada, ojo no especificado ",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.89 ,Otros tipos de conjuntivitis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H10.9,Conjuntivitis no especificada,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11,otros trastornos de conjuntiva ,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.0,Pterigium,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.009,"Pterigiun no especificado, ojo no especificado ",14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.10,Degeneraciones conjuntivales no especificadas,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.15 ,Pinguécula,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.2 ,Cicatrices conjuntivales,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.3,Hemorragia conjuntival,2
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.42 ,Edema conjuntival,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.43 ,Hiperemia conjuntival,2
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.8 ,Otros trastornos especificados de conjuntiva,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H11.9,Trastorno de conjuntiva no especificado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H15.0 ,Escleritis,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H15.1 ,Episcleritis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.0 ,Úlcera de córnea,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.00 ,Úlcera corneal no especificada,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.01 ,Úlcera corneal central,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.02 ,Úlcera corneal en anillo,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.04 ,Úlcera corneal marginal,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.1 ,Otros tipos de queratitis superficial sin conjuntivitis y los no especificados,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.109,"Queratitis superficial no especificada, ojo no especificado ",4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.12 ,Queratitis filamentosa,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.13 ,Fotoqueratitis,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.14 ,Queratitis punteada,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.2 ,Queratoconjuntivitis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.209,"Queratoconjuntivitis no especificada, ojo no especificado ",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.21 ,Queratoconjuntivitis por exposición,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.22 ,"Queratoconjuntivitis seca, no especificada como de Sjögren",14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.29 ,Otras queratoconjuntivitis,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.31 ,Absceso de córnea,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.4,Neovascularización corneal,7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.8  ,Otras queratitis,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H16.9   ,Queratitis no especificada,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18,Otros trastornos de córnea,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.4 ,Degeneración corneal,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.42 ,Queratopatía en banda,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.6 ,Queratocono,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.82 ,Trastorno corneal debido a lente de contacto,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.83 ,Erosión recidivante de córnea,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H18.9  ,Trastorno de córnea no especificada,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H20.0 ,Iridociclitis aguda y subaguda,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H20.00,Iridociclitis aguda y subaguda no especificadas,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H20.02,Iridociclitis aguda recurrente,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H20.82,Síndrome de Vogt-Koyanagi,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H20.9 ,Iridociclitis no especificada,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H21,Otros trastornos del iris y del cuerpo ciliar,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H21.0 ,Hipema,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H21.3 ,"Quiste de iris, cuerpo ciliar y cámara anterior",14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H21.5 ,Otros tipos de adherencias y alteraciones de iris y cuerpo ciliar y los no especificados,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H25,Catarata relacionada con la edad,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H25.9 ,"Catarata senil, no especificada",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H26.1 ,Catarata traumática,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H26.22,Catarata secundaria a trastornos oculares (degenerativos) (inflamatorios),30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H26.3 ,Catarata inducida por fármacos,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H26.4 ,Catarata secundaria,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H26.9,Catarata no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H27.0 ,Afaquia,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H27.1 ,Luxación del cristalino,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H30.009,"Inflamación coriorretiniana focal no especificada, ojo no especificado ",90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H30.109,"Inflamación diseminada coriorretiniana no especificada, ojo no especificado ",90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H30.93,"Inflamación coriorretiniana no especificada, bilateral ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H31.329,"Rotura coroidea, ojo no especificado ",60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H31.409,"Desprendimiento coroideo no especificado, ojo no especificado ",60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33,Desprendimientos y rotura de retina,75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.0 ,Desprendimiento de retina con rotura retiniana,75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.00 ,"Desprendimiento de retina no especificado, con rotura retiniana",75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.05,Desprendimiento total de retina,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.1 ,Retinosquisis y quistes retinianos,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.2 ,Desprendimiento de retina seroso,75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.3 ,Desgarros de retina sin desprendimiento,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.31 ,Desgarro de retina en herradura sin desprendimiento,21
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.4 ,Desprendimiento de retina por tracción,75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H33.8,Otros desprendimientos de retina,75
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H34.1,Oclusión de la arteria central de la retina,60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H34.239,"Oclusión de rama de arteria retiniana, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H34.819,"Oclusión de vena central de la retina, ojo no especificado ",90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H34.839,"Oclusión de (rama) tributaria de vena retiniana, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35,Otros trastornos de retina,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.069,"Vasculitis retiniana, ojo no especificado ",90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.30,Degeneración macular no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.31,Degeneración macular no exudativa relacionada con la edad,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.32,Degeneración macular exudativa relacionada con la edad,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.349,"Quiste, agujero o seudoagujero macular, ojo no especificado ",60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.389,"Maculopatía tóxica, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.40,Degeneración retiniana periférica no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.60,"Hemorragia retiniana, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.719,"Coriorretinopatía serosa central, ojo no especificado",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.81,Edema de retina,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H35.89,Otros trastornos de retina especificados,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H40,Glaucoma,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H40.2 ,Glaucoma primario de ángulo cerrado,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H40.9  ,Glaucoma no especificado,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H43.1,Hemorragia de vítreo,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H43.399,"Otros tipos de opacidades vítreas, ojo no especificado ",15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H43.8,Otros trastornos del cuerpo vítreo,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H43.829,"Adherencia vitreomacular , ojo no especificado",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H43.89,Otros trastornos del cuerpo vítreo,15
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44 ,Trastornos del globo ocular,10
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.0 ,Endoftalmitis purulenta,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.119,"Panuveítis, ojo no especificado",90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.13 ,Uveítis simpática,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.39 ,Otros trastornos degenerativos de globo ocular,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.4 ,Hipotonía ocular,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.6 ,"Retención de cuerpo extraño intraocular (antiguo), magnético",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.7 ,"Cuerpo extraño intraocular retenido (antiguo), no magnético",7
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H44.9  ,Trastorno del globo ocular no especificado,10
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H46,Neuritis óptica,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47 ,Otros trastornos del nervio óptico [II par] y de las vías ópticas,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.019,"Neuropatía óptica isquémica, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.099,"Otros trastornos del nervio óptico, no clasificados bajo otro concepto, ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.10,Papiledema no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.4,Trastornos del quiasma óptico,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.5 ,Trastornos de otras vías visuales,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.6 ,Trastornos de corteza visual,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H47.9,Trastorno no especificado de vías visuales,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H49,Estrabismo paralítico,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H49.00,"Parálisis del tercer nervio craneal [oculomotor], ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H49.10,"Parálisis del cuarto nervio craneal [troclear], ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H49.20,"Parálisis del sexto nervio craneal [abducens], ojo no especificado ",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H50.00,Esotropía no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H50.10,Esotropía no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H50.2 ,Estrabismo vertical,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H50.50,Heteroforia no especificada,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H50.8 ,Otros tipos de estrabismo especificados,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H52.0 ,Hipermetropía,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H52.1 ,Miopía,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H52.2,Astigmatismo,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H52.5 ,Trastornos de acomodación,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.14 ,Molestias visuales ,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.2,Diplopía,30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.41 ,Escotoma con afectación de zona central,60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.46 ,Defectos de campos homónimos bilaterales,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.47  ,Defectos de campos heterónimos bilaterales,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.48 ,Contracción generalizada de campo visual,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.8  ,Otros trastornos visuales,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H53.9  ,Alteraciones visuales no especificadas,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H54.0,"Ceguera, ambos ojos",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H54.2,"Baja visión, ambos ojos",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H54.3,"Pérdida de visión no calificada, ambos ojos",30
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H54.5,"Baja visión, un ojo",60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H54.6 ,"Pérdida de visión, un ojo",60
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H55.00,Nistagmo no especificado,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.0 ,Anomalías de función pupilar,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.03,Miosis,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.04  ,Midriasis,14
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.1 ,Dolor ocular,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.8,Otros trastornos especificados del ojo y sus anexos,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H57.9,Trastorno del ojo y sus anexos no especificado,4
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H59.01 ,Queratopatía (afáquica bullosa) tras cirugía de catarata,90
7,ENFERMEDADES DEL OJO Y SUS ANEXOS,H59.03 ,Edema macular quístico tras cirugía de catarata,30
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60,Otitis externa,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.0,Absceso del oído externo,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.00,"Absceso del oído externo, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.01,Absceso del oído externo derecho,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.02,Absceso del oído externo izquierdo,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.03,Absceso del oído externo bilateral,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.1,Celulitis del oído externo,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.10,"Celulitis del oído externo, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.11,Celulitis del oído externo derecho,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.12,Celulitis del oído externo izquierdo,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.13,Celulitis del oído externo bilateral,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.2,Otitis externa maligna,7
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.20,"Otitis externa maligna, oído no especificado",7
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.21,"Otitis externa maligna, oído derecho",14
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.22,"Otitis externa maligna, oído izquierdo",14
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.23,Otitis externa maligna bilateral,7
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.3,Otros tipos de otitis externa infecciosa,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.319,"Otitis externa difusa, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.329,"Otitis externa hemorrágica, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.339,"Oído de nadador, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.39,Otros tipos de otitis externa infecciosa,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.391,"Otros tipos de otitis externa infecciosa, oído derecho",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.392,"Otros tipos de otitis externa infecciosa, oído izquierdo",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.393,"Otros tipos de otitis externa infecciosa, bilateral",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.399,"Otros tipos de otitis externa infecciosa, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.4,Colesteatoma del oído externo,45
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.5,Otitis externa aguda no infecciosa,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.509,"Otitis externa aguda no infecciosa no especificada, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.519,"Otitis externa aguda actínica, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.529  ,"Otitis externa aguda química, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.539,"Otitis externa aguda de contacto, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.549,"Otitis externa aguda eczematoide, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.559 ,"Otitis externa aguda reactiva, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.599 ,"Otras otitis externas agudas no infecciosas, oído no especificado",4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.6,Otitis externa crónica no especificada,4
8,ENFERMEDADES DEL OIDO Y DE LA APÓFISIS MASTOIDES,H60.8,Otitis externa no especificada,4
