codigo,descripcion,sexo,ratio
F42,Trastorno obsesivo-compulsivo,mujer,0.99
F43,Reacción a estrés grave y trastornos de adaptación,hombre,1.03
F43,Reacción a estrés grave y trastornos de adaptación,mujer,0.99
F44,Trastornos disociativos y de conversión,hombre,1.02
F44,Trastornos disociativos y de conversión,mujer,0.99
F45,Trastornos somatomorfos,hombre,1.02
F45,Trastornos somatomorfos,mujer,0.99
F48,Otros trastornos mentales no psicóticos,hombre,1.02
F48,Otros trastornos mentales no psicóticos,mujer,0.99
F50,Trastornos de la conducta alimentaria,hombre,0.93
F50,Trastornos de la conducta alimentaria,mujer,1.04
F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,hombre,0.93
F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,mujer,1.04
F54,Factores psicológicos y de comportamiento asociados con trastornos o enfermedades clasificadas bajo otro concepto,hombre,1.01
F54,Factores psicológicos y de comportamiento asociados con trastornos o enfermedades clasificadas bajo otro concepto,mujer,0.99
F60,Trastornos específicos de personalidad,hombre,1.05
F60,Trastornos específicos de personalidad,mujer,0.96
F63,Trastorno de los impulsos,hombre,1.05
F63,Trastorno de los impulsos,mujer,0.94
F79,Discapacidad intelectual no especificada,hombre,0.99
F91,Trastornos de conducta,hombre,1.05
F91,Trastornos de conducta,mujer,0.94
F93,Trastornos emocionales con inicio específico en la infancia,hombre,1.03
F93,Trastornos emocionales con inicio específico en la infancia,mujer,0.99
F95,Trastorno de tics,hombre,0.93
F95,Trastorno de tics,mujer,1.04
G00,"Meningitis bacteriana, no clasificada bajo otro concepto",hombre,1.01
G00,"Meningitis bacteriana, no clasificada bajo otro concepto",mujer,0.98
G01,Meningitis en enfermedades bacterianas clasificadas bajo otro concepto,hombre,1.01
G01,Meningitis en enfermedades bacterianas clasificadas bajo otro concepto,mujer,0.98
G02,Meningitis en otras enfermedades infecciosas y parasitarias clasificadas bajo otro concepto,hombre,1.09
G02,Meningitis en otras enfermedades infecciosas y parasitarias clasificadas bajo otro concepto,mujer,0.89
G03,Meningitis debida a otras causas y a las no especificadas,hombre,1
G03,Meningitis debida a otras causas y a las no especificadas,mujer,1
G04,"Encefalitis, mielitis y encefalomielitis",hombre,0.92
G04,"Encefalitis, mielitis y encefalomielitis",mujer,1.08
G05,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas bajo otro concepto",hombre,0.92
G05,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas bajo otro concepto",mujer,1.08
G06,Absceso y granuloma intracraneal e intrarraquídeo,hombre,0.94
G06,Absceso y granuloma intracraneal e intrarraquídeo,mujer,1.09
G10,Enfermedad de Huntington,hombre,1.09
G10,Enfermedad de Huntington,mujer,0.94
G11,Ataxia hereditaria,hombre,1.22
G11,Ataxia hereditaria,mujer,0.84
G12,Atrofia muscular espinal y síndromes relacionados,hombre,1.02
G12,Atrofia muscular espinal y síndromes relacionados,mujer,0.96
G14,Síndrome pospolio,hombre,0.98
G14,Síndrome pospolio,mujer,1.02
G20,Enfermedad de Parkinson,hombre,0.99
G20,Enfermedad de Parkinson,mujer,1.01
G21,Parkinsonismo secundario,hombre,1.09
G21,Parkinsonismo secundario,mujer,0.94
G23,Otras enfermedades degenerativas de los núcleos de la base,hombre,1.09
G23,Otras enfermedades degenerativas de los núcleos de la base,mujer,0.94
G24,Distonía,hombre,1.09
G24,Distonía,mujer,0.94
G25,Otros trastornos extrapiramidales y del movimiento,hombre,1.09
G25,Otros trastornos extrapiramidales y del movimiento,mujer,0.94
G30,Enfermedad de Alzheimer,hombre,1.02
G30,Enfermedad de Alzheimer,mujer,0.97
G31,"Otras enfermedades degenerativas del sistema nervioso, no clasificadas bajo otro concepto",hombre,1.02
G31,"Otras enfermedades degenerativas del sistema nervioso, no clasificadas bajo otro concepto",mujer,0.97
G32,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas bajo otro concepto,hombre,1.01
G32,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas bajo otro concepto,mujer,0.99
G35,Esclerosis múltiple,hombre,1.06
G35,Esclerosis múltiple,mujer,0.98
G36,Otras desmielinizaciones diseminadas agudas,hombre,0.89
G36,Otras desmielinizaciones diseminadas agudas,mujer,1.06
G37,Otras enfermedades desmielinizantes del sistema nervioso central,hombre,0.89
G37,Otras enfermedades desmielinizantes del sistema nervioso central,mujer,1.06
G40,Epilepsia y crisis epilépticas recurrentes,hombre,1.07
G40,Epilepsia y crisis epilépticas recurrentes,mujer,0.91
G43,Migraña,hombre,1.03
G43,Migraña,mujer,0.99
G44,Otros síndromes de cefalea,hombre,1.11
G44,Otros síndromes de cefalea,mujer,0.93
G45,Accidentes isquémicos cerebrales transitorios y síndromes relacionados,hombre,1
G45,Accidentes isquémicos cerebrales transitorios y síndromes relacionados,mujer,0.99
G46,Síndromes vasculares cerebrales en enfermedades cerebrovasculares,hombre,1
G46,Síndromes vasculares cerebrales en enfermedades cerebrovasculares,mujer,0.99
G47,Trastornos del sueño,hombre,1.04
G47,Trastornos del sueño,mujer,0.95
G50,Trastornos del nervio trigémino,hombre,1.05
G50,Trastornos del nervio trigémino,mujer,0.97
G51,Trastornos del nervio facial,hombre,0.96
G51,Trastornos del nervio facial,mujer,1.05
G52,Trastornos de otros nervios craneales,hombre,1.36
G52,Trastornos de otros nervios craneales,mujer,0.82
G54,Trastornos de raíces y de plexos nerviosos,hombre,1.02
G54,Trastornos de raíces y de plexos nerviosos,mujer,0.98
G56,Mononeuropatías de extremidad superior,hombre,0.95
G56,Mononeuropatías de extremidad superior,mujer,1.02
G57,Mononeuropatías de extremidad inferior,hombre,0.96
G57,Mononeuropatías de extremidad inferior,mujer,1.02
G58,Otras mononeuropatías,hombre,0.95
G58,Otras mononeuropatías,mujer,1.02
G60,Neuropatía hereditaria e idiopática,hombre,1.05
G60,Neuropatía hereditaria e idiopática,mujer,0.94
G61,Polineuropatía inflamatoria,hombre,1.11
G61,Polineuropatía inflamatoria,mujer,0.85
G62,Otras polineuropatías y las no especificadas,hombre,1.11
G62,Otras polineuropatías y las no especificadas,mujer,0.85
G63,Polineuropatías en enfermedades clasificadas bajo otro concepto,hombre,1.11
G63,Polineuropatías en enfermedades clasificadas bajo otro concepto,mujer,0.85
G70,Miastenia gravis y otros trastornos mioneurales,hombre,1.09
G70,Miastenia gravis y otros trastornos mioneurales,mujer,0.95
G71,Trastornos musculares primarios,hombre,1.09
G71,Trastornos musculares primarios,mujer,0.91
G72,Otras miopatías y las no especificadas,hombre,1.09
G72,Otras miopatías y las no especificadas,mujer,0.91
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,hombre,1.09
G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto,mujer,0.91
G81,Hemiplejia y hemiparesia,hombre,1.07
G81,Hemiplejia y hemiparesia,mujer,0.93
G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia),hombre,1.03
G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia),mujer,0.96
G83,Otros síndromes paralíticos,hombre,1.03
G83,Otros síndromes paralíticos,mujer,0.96
G89,"Dolor, no clasificado bajo otro concepto",hombre,0.89
G89,"Dolor, no clasificado bajo otro concepto",mujer,1.11
G90,Trastornos del sistema nervioso autónomo,hombre,1.12
G90,Trastornos del sistema nervioso autónomo,mujer,0.92
G91,Hidrocefalia,hombre,1.02
G91,Hidrocefalia,mujer,0.97
G92,Encefalopatía tóxica,hombre,0.92
G92,Encefalopatía tóxica,mujer,1.08
G93,Otros trastornos del cerebro,hombre,1.27
G93,Otros trastornos del cerebro,mujer,0.81
G95,Otras enfermedades de médula espinal y las no especificadas,hombre,1.01
G95,Otras enfermedades de médula espinal y las no especificadas,mujer,0.99
G96,Otros trastornos del sistema nervioso central,hombre,1.24
G96,Otros trastornos del sistema nervioso central,mujer,0.85
G97,"Complicaciones intraoperatorias y posprocedimiento del sistema nervioso, no clasificadas bajo otro concepto",hombre,1.02
G97,"Complicaciones intraoperatorias y posprocedimiento del sistema nervioso, no clasificadas bajo otro concepto",mujer,0.97
H00,Orzuelo y chalación,hombre,0.93
H00,Orzuelo y chalación,mujer,1.07
H01,Otros tipos de inflamación de párpado,hombre,0.93
H01,Otros tipos de inflamación de párpado,mujer,1.07
H02,Otros trastornos del párpado,hombre,1.14
H02,Otros trastornos del párpado,mujer,0.92
H04,Trastornos de aparato lacrimal,hombre,0.93
H04,Trastornos de aparato lacrimal,mujer,1.03
H05,Trastornos de órbita,hombre,1.02
H05,Trastornos de órbita,mujer,0.98
H10,Conjuntivitis,hombre,1.01
H10,Conjuntivitis,mujer,0.99
H11,Otros trastornos de conjuntiva,hombre,1.01
H11,Otros trastornos de conjuntiva,mujer,0.99
H15,Trastornos de esclerótica,hombre,1.04
H15,Trastornos de esclerótica,mujer,0.96
H16,Queratitis,hombre,0.88
H16,Queratitis,mujer,1.19
H18,Otros trastornos de córnea,hombre,0.97
H18,Otros trastornos de córnea,mujer,1.04
H20,Iridociclitis,hombre,0.97
H20,Iridociclitis,mujer,1.03
H21,Otros trastornos del iris y del cuerpo ciliar,hombre,0.97
H21,Otros trastornos del iris y del cuerpo ciliar,mujer,1.03
H25,Catarata relacionada con la edad,hombre,1.01
H25,Catarata relacionada con la edad,mujer,0.99
H26,Otras cataratas,hombre,1.01
H26,Otras cataratas,mujer,0.99
H27,Otros trastornos de cristalino,hombre,1.04
H27,Otros trastornos de cristalino,mujer,0.96
H30,Inflamación coriorretiniana,hombre,1.09
H30,Inflamación coriorretiniana,mujer,0.9
H31,Otros trastornos de coroides,hombre,1.09
H31,Otros trastornos de coroides,mujer,0.9
H33,Desprendimientos y rotura de retina,hombre,1.06
H33,Desprendimientos y rotura de retina,mujer,0.9
H34,Oclusiones vasculares retinianas,hombre,1.1
H34,Oclusiones vasculares retinianas,mujer,0.87
H35,Otros trastornos de retina,hombre,1.1
H35,Otros trastornos de retina,mujer,0.87
H40,Glaucoma,hombre,1.02
H40,Glaucoma,mujer,0.97
H43,Trastornos del cuerpo vítreo,hombre,1.04
H43,Trastornos del cuerpo vítreo,mujer,0.96
H44,Trastornos del globo ocular,hombre,0.86
H44,Trastornos del globo ocular,mujer,1.27
H46,Neuritis óptica,hombre,1.03
H46,Neuritis óptica,mujer,0.98
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,hombre,1.03
H47,Otros trastornos del nervio óptico [II par] y de las vías ópticas,mujer,0.98
H49,Estrabismo paralítico,hombre,1.06
H49,Estrabismo paralítico,mujer,0.94
H50,Otros tipos de estrabismo,hombre,1.06
H50,Otros tipos de estrabismo,mujer,0.94
H52,Trastornos de refracción y acomodación,hombre,0.97
H52,Trastornos de refracción y acomodación,mujer,1.02
H53,Problemas visuales,hombre,1.1
H53,Problemas visuales,mujer,0.89
H54,Ceguera y baja visión,hombre,1.15
H54,Ceguera y baja visión,mujer,0.82
H55,Nistagmo y otros movimientos oculares irregulares,hombre,1.04
H55,Nistagmo y otros movimientos oculares irregulares,mujer,0.96
H57,Otros trastornos del ojo y sus anexos,hombre,1.04
H57,Otros trastornos del ojo y sus anexos,mujer,0.96
H59,"Complicaciones intraoperatorias y posprocedimiento de ojo y sus anexos, no clasificadas bajo otro concepto",hombre,1.02
H59,"Complicaciones intraoperatorias y posprocedimiento de ojo y sus anexos, no clasificadas bajo otro concepto",mujer,0.97
H60,Otitis externa,hombre,1.09
H60,Otitis externa,mujer,0.93
H61,Otros trastornos del oído externo,hombre,1.09
H61,Otros trastornos del oído externo,mujer,0.93
H62,Trastornos del oído externo en enfermedades clasificadas bajo otro concepto,hombre,1.09
H62,Trastornos del oído externo en enfermedades clasificadas bajo otro concepto,mujer,0.93
H65,Otitis media no supurativa,hombre,1.07
H65,Otitis media no supurativa,mujer,0.96
H66,Otitis media supurativa y no especificada,hombre,1.06
H66,Otitis media supurativa y no especificada,mujer,0.96
H67,Otitis media en enfermedades clasificadas bajo otro concepto,hombre,1.06
H67,Otitis media en enfermedades clasificadas bajo otro concepto,mujer,0.96
H68,Salpingitis y obstrucción de la trompa de Eustaquio,hombre,1.07
H68,Salpingitis y obstrucción de la trompa de Eustaquio,mujer,0.96
H69,Otros trastornos y los no especificados de la trompa de Eustaquio,hombre,1.07
H69,Otros trastornos y los no especificados de la trompa de Eustaquio,mujer,0.96
H70,Mastoiditis y problemas relacionados,hombre,1.08
H70,Mastoiditis y problemas relacionados,mujer,0.93
H71,Colesteatoma del oído medio,hombre,0.98
H71,Colesteatoma del oído medio,mujer,1.03
H72,Perforación de la membrana timpánica,hombre,0.99
H72,Perforación de la membrana timpánica,mujer,1.01
H73,Otros trastornos de la membrana timpánica,hombre,0.99
H73,Otros trastornos de la membrana timpánica,mujer,1.01
H74,Otros trastornos del oído medio y mastoides,hombre,0.98
H74,Otros trastornos del oído medio y mastoides,mujer,1.03
H75,Otros trastornos del oído medio y mastoides en enfermedades clasificadas bajo otro concepto,hombre,1.08
H75,Otros trastornos del oído medio y mastoides en enfermedades clasificadas bajo otro concepto,mujer,0.93
H80,Otoesclerosis,hombre,0.92
H80,Otoesclerosis,mujer,1.04
H81,Trastornos de la función vestibular,hombre,1.07
H81,Trastornos de la función vestibular,mujer,0.96
H83,Otras enfermedades del oído interno,hombre,1.07
H83,Otras enfermedades del oído interno,mujer,0.96
H90,Pérdida auditiva conductiva y neurosensorial,hombre,1.03
H90,Pérdida auditiva conductiva y neurosensorial,mujer,0.97
H91,Otros tipos de pérdida de audición y los no especificados,hombre,1.03
H91,Otros tipos de pérdida de audición y los no especificados,mujer,0.97
H92,Otalgia y secreción del oído,hombre,1.08
H92,Otalgia y secreción del oído,mujer,0.93
H93,"Otros trastornos del oído, no clasificados bajo otro concepto",hombre,1.08
H93,"Otros trastornos del oído, no clasificados bajo otro concepto",mujer,0.93
I00,Fiebre reumática sin afectación cardiaca,mujer,0.89
I01,Fiebre reumática con afectación cardiaca,hombre,0.92
I01,Fiebre reumática con afectación cardiaca,mujer,1.26
I05,Enfermedades reumáticas de válvula mitral,hombre,1.02
I05,Enfermedades reumáticas de válvula mitral,mujer,0.98
I06,Enfermedades reumáticas de válvula aórtica,hombre,0.98
I06,Enfermedades reumáticas de válvula aórtica,mujer,1.04
I08,Enfermedades valvulares múltiples,hombre,1.06
I08,Enfermedades valvulares múltiples,mujer,0.93
I10,Hipertensión esencial (primaria),hombre,1
I10,Hipertensión esencial (primaria),mujer,1
I11,Enfermedad cardiaca hipertensiva,hombre,1.03
I11,Enfermedad cardiaca hipertensiva,mujer,0.95
I12,Enfermedad renal crónica hipertensiva,hombre,0.96
I12,Enfermedad renal crónica hipertensiva,mujer,1.05
I13,Enfermedad cardiaca y renal crónica hipertensiva,hombre,1.21
I13,Enfermedad cardiaca y renal crónica hipertensiva,mujer,0.64
I15,Hipertensión secundaria,hombre,0.88
I15,Hipertensión secundaria,mujer,1.09
I20,Angina de pecho,hombre,1.02
I20,Angina de pecho,mujer,0.92
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),hombre,0.99
I21,Infarto agudo de miocardio con elevación de ST (IAMCEST) y sin elevación de ST (IAMSEST),mujer,1.04
I24,Otras enfermedades isquémicas agudas cardiacas,hombre,1
I24,Otras enfermedades isquémicas agudas cardiacas,mujer,1.01
I25,Enfermedad isquémica crónica cardiaca,hombre,1.02
I25,Enfermedad isquémica crónica cardiaca,mujer,0.92
I26,Embolia pulmonar,hombre,0.98
I26,Embolia pulmonar,mujer,1.04
I27,Otros tipos de enfermedad pulmonar cardiaca,hombre,0.9
I27,Otros tipos de enfermedad pulmonar cardiaca,mujer,1.09
I28,Otras enfermedades de los vasos pulmonares,hombre,1.07
I28,Otras enfermedades de los vasos pulmonares,mujer,0.87
I30,Pericarditis aguda,hombre,0.96
I30,Pericarditis aguda,mujer,1.14
I31,Otras enfermedades del pericardio,hombre,0.95
I31,Otras enfermedades del pericardio,mujer,1.18
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,hombre,0.96
I32,Pericarditis en enfermedades clasificadas bajo otro concepto,mujer,1.14
I33,Endocarditis aguda y subaguda,hombre,1.06
I33,Endocarditis aguda y subaguda,mujer,0.83
I34,Trastornos de válvula mitral no reumáticos,hombre,1.03
I34,Trastornos de válvula mitral no reumáticos,mujer,0.94
I35,Trastornos de válvula aórtica no reumáticos,hombre,1.03
I35,Trastornos de válvula aórtica no reumáticos,mujer,0.94
I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto,hombre,1.06
I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto,mujer,0.83
I40,Miocarditis aguda,hombre,0.97
I40,Miocarditis aguda,mujer,1.18
I42,Miocardiopatía,hombre,1.03
I42,Miocardiopatía,mujer,0.91
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,hombre,1.03
I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto,mujer,0.91
I44,Bloqueo auriculoventricular y de rama izquierda del haz,hombre,0.97
I44,Bloqueo auriculoventricular y de rama izquierda del haz,mujer,1.04
I45,Otros trastornos de conducción,hombre,0.97
I45,Otros trastornos de conducción,mujer,1.04
I46,Paro cardiaco,hombre,1.06
I46,Paro cardiaco,mujer,0.9
I47,Taquicardia paroxística,hombre,1.06
I47,Taquicardia paroxística,mujer,0.9
I48,Fibrilación y flutter auricular,hombre,1.06
I48,Fibrilación y flutter auricular,mujer,0.9
I49,Otras arritmias cardiacas,hombre,1.06
I49,Otras arritmias cardiacas,mujer,0.9
I50,Insuficiencia cardiaca,hombre,1
I50,Insuficiencia cardiaca,mujer,0.98
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,hombre,1.03
I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca,mujer,0.93
I60,Hemorragia subaracnoidea no traumática,hombre,0.91
I60,Hemorragia subaracnoidea no traumática,mujer,1.11
I62,Otra hemorragia intracraneal no traumática y las no especificadas,hombre,0.94
I62,Otra hemorragia intracraneal no traumática y las no especificadas,mujer,1.11
I63,Infarto cerebral,hombre,1.03
I63,Infarto cerebral,mujer,0.91
I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral",hombre,1.03
I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral",mujer,0.91
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",hombre,1.01
I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral",mujer,0.98
I67,Otras enfermedades cerebrovasculares,hombre,1.02
I67,Otras enfermedades cerebrovasculares,mujer,0.96
I69,Secuelas de enfermedad cerebrovascular,hombre,1.26
I69,Secuelas de enfermedad cerebrovascular,mujer,0.84
I70,Aterosclerosis,hombre,1.05
I70,Aterosclerosis,mujer,0.75
I71,Aneurisma y disección aórticos,hombre,1.02
I71,Aneurisma y disección aórticos,mujer,0.87
I72,Otros tipos de aneurisma,hombre,0.99
I72,Otros tipos de aneurisma,mujer,1.02
I74,Embolia y trombosis arterial,hombre,1.04
I74,Embolia y trombosis arterial,mujer,0.92
I77,Otros trastornos de arterias y arteriolas,hombre,1.03
I77,Otros trastornos de arterias y arteriolas,mujer,0.96
I80,Flebitis y tromboflebitis,hombre,1.03
I80,Flebitis y tromboflebitis,mujer,0.98
I82,Otros tipos de embolia y trombosis venosa,hombre,1.02
I82,Otros tipos de embolia y trombosis venosa,mujer,0.97
I83,Venas varicosas de extremidades inferiores,hombre,1.02
I83,Venas varicosas de extremidades inferiores,mujer,0.99
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,hombre,0.82
I89,Otros trastornos no infecciosos de vasos y ganglios linfáticos,mujer,1.07
J00,Nasofaringitis aguda [resfriado común],hombre,0.89
J00,Nasofaringitis aguda [resfriado común],mujer,1.08
J01,Sinusitis aguda,hombre,1
J01,Sinusitis aguda,mujer,1
J02,Faringitis aguda,hombre,0.9
J02,Faringitis aguda,mujer,1.07
J03,Amigdalitis aguda,hombre,0.97
J03,Amigdalitis aguda,mujer,1.02
J04,Laringitis y traqueítis agudas,hombre,1.02
J04,Laringitis y traqueítis agudas,mujer,0.99
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,hombre,1.02
J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva,mujer,0.99
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,hombre,0.9
J06,Infecciones agudas del tracto respiratorio superior de localización múltiple o no especificada,mujer,1.07
J09,Gripe debida a virus de la gripe identificados,hombre,1.06
J09,Gripe debida a virus de la gripe identificados,mujer,0.94
J10,Gripe debida a otros tipos de virus de la gripe identificados,hombre,0.92
J10,Gripe debida a otros tipos de virus de la gripe identificados,mujer,1.07
J11,Gripe debida a virus de la gripe no identificado,hombre,0.92
J11,Gripe debida a virus de la gripe no identificado,mujer,1.07
J12,"Neumonía vírica, no clasificada bajo otro concepto",hombre,1.04
J12,"Neumonía vírica, no clasificada bajo otro concepto",mujer,0.96
J13,Neumonía por Streptococcus pneumoniae,hombre,0.96
J13,Neumonía por Streptococcus pneumoniae,mujer,1.04
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",hombre,1.03
J15,"Neumonía bacteriana, no clasificable bajo otro concepto",mujer,0.97
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",hombre,1.07
J16,"Neumonía por otros microorganismos infecciosos, no clasificados bajo otro concepto",mujer,0.92
J17,Neumonía en enfermedades clasificadas bajo otro concepto,hombre,1.04
J17,Neumonía en enfermedades clasificadas bajo otro concepto,mujer,0.96
J18,"Neumonía, microorganismo no especificado",hombre,1.06
J18,"Neumonía, microorganismo no especificado",mujer,0.94
J20,Bronquitis aguda,hombre,1.27
J20,Bronquitis aguda,mujer,0.78
J21,Bronquiolitis aguda,hombre,0.94
J21,Bronquiolitis aguda,mujer,1.04
J30,Rinitis vasomotora y alérgica,hombre,0.94
J30,Rinitis vasomotora y alérgica,mujer,1.05
J31,"Rinitis, faringitis y rinofaringitis crónica",hombre,1.01
J31,"Rinitis, faringitis y rinofaringitis crónica",mujer,0.99
J32,Sinusitis crónica,hombre,0.96
J32,Sinusitis crónica,mujer,1.03
J33,Pólipo nasal,hombre,0.98
J33,Pólipo nasal,mujer,1.05
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,hombre,0.99
J34,Otras enfermedades y las no especificadas de la nariz y de los senos nasales,mujer,1.02
J35,Enfermedades crónicas de las amígdalas y de las adenoides,hombre,0.95
J35,Enfermedades crónicas de las amígdalas y de las adenoides,mujer,1.04
J36,Absceso periamigdalino,hombre,0.98
J36,Absceso periamigdalino,mujer,1.03
J37,Laringitis y laringotraqueítis crónicas,hombre,1.19
J37,Laringitis y laringotraqueítis crónicas,mujer,0.9
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",hombre,0.91
J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto",mujer,1.11
J39,Otras enfermedades del tracto respiratorio superior,hombre,0.91
J39,Otras enfermedades del tracto respiratorio superior,mujer,1.11
J40,"Bronquitis, no especificada como aguda o crónica",hombre,0.96
J40,"Bronquitis, no especificada como aguda o crónica",mujer,1.03
J41,Bronquitis crónica simple y mucopurulenta,hombre,1.12
J41,Bronquitis crónica simple y mucopurulenta,mujer,0.84
J42,Bronquitis crónica no especificada,hombre,1.12
J42,Bronquitis crónica no especificada,mujer,0.84
J43,Enfisema,hombre,1.04
J43,Enfisema,mujer,0.91
J44,Otras enfermedades pulmonares obstructivas crónicas,hombre,1.12
J44,Otras enfermedades pulmonares obstructivas crónicas,mujer,0.84
J45,Asma,hombre,0.87
J45,Asma,mujer,1.07
J47,Bronquiectasias,hombre,1.21
J47,Bronquiectasias,mujer,0.93
J68,"Problemas respiratorios por inhalación de productos químicos, gases, humos y vapores",hombre,0.99
J68,"Problemas respiratorios por inhalación de productos químicos, gases, humos y vapores",mujer,1.01
J70,Afecciones respiratorias por otros agentes externos,hombre,1.12
J70,Afecciones respiratorias por otros agentes externos,mujer,0.87
J80,Síndrome de dificultad respiratoria [distrés respiratorio],hombre,1.05
J80,Síndrome de dificultad respiratoria [distrés respiratorio],mujer,0.92
J81,Edema pulmonar,hombre,1.05
J81,Edema pulmonar,mujer,0.92
J84,Otras enfermedades pulmonares intersticiales,hombre,1.06
J84,Otras enfermedades pulmonares intersticiales,mujer,0.89
J85,Absceso pulmonar y del mediastino,hombre,0.88
J85,Absceso pulmonar y del mediastino,mujer,1.3
J86,Piotórax,hombre,0.95
J86,Piotórax,mujer,1.13
J90,"Derrame pleural, no clasificable bajo otro concepto",hombre,0.96
J90,"Derrame pleural, no clasificable bajo otro concepto",mujer,1.07
J93,Neumotórax y escape de aire,hombre,0.98
J93,Neumotórax y escape de aire,mujer,1.05
J94,Otros problemas pleurales,hombre,0.96
J94,Otros problemas pleurales,mujer,1.07
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",hombre,1.05
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",mujer,0.92
J98,Otros trastornos respiratorios,hombre,1.05
J98,Otros trastornos respiratorios,mujer,0.92
K00,Trastornos de desarrollo y erupción de diente,hombre,0.92
K00,Trastornos de desarrollo y erupción de diente,mujer,1.05
K02,Caries dental,hombre,0.9
K02,Caries dental,mujer,1.1
K03,Otras enfermedades de los tejidos duros de los dientes,hombre,0.9
K03,Otras enfermedades de los tejidos duros de los dientes,mujer,1.1
K04,Enfermedades de pulpa y tejidos periapicales,hombre,0.94
K04,Enfermedades de pulpa y tejidos periapicales,mujer,1.06
K05,Gingivitis y enfermedades periodontales,hombre,0.85
K05,Gingivitis y enfermedades periodontales,mujer,1.11
K08,Otros trastornos de dientes y estructuras de soporte,hombre,0.89
K08,Otros trastornos de dientes y estructuras de soporte,mujer,1.09
K09,"Quistes de región oral, no clasificados bajo otro concepto",hombre,1
K09,"Quistes de región oral, no clasificados bajo otro concepto",mujer,1
K11,Enfermedades de las glándulas salivales,hombre,0.98
K11,Enfermedades de las glándulas salivales,mujer,1.02
K12,Estomatitis y lesiones relacionadas,hombre,1.1
K12,Estomatitis y lesiones relacionadas,mujer,0.9
K13,Otras enfermedades de labio y de mucosa oral,hombre,1.1
K13,Otras enfermedades de labio y de mucosa oral,mujer,0.9
K14,Enfermedades de lengua,hombre,1.38
K14,Enfermedades de lengua,mujer,0.72
K20,Esofagitis,hombre,1.03
K20,Esofagitis,mujer,0.95
K21,Enfermedad por reflujo gastroesofágico,hombre,1.03
K21,Enfermedad por reflujo gastroesofágico,mujer,0.95
K22,Otras enfermedades de esófago,hombre,1.03
K22,Otras enfermedades de esófago,mujer,0.95
K25,Úlcera gástrica,hombre,1.05
K25,Úlcera gástrica,mujer,0.89
K26,Úlcera duodenal,hombre,0.97
K26,Úlcera duodenal,mujer,1.1
K27,"Úlcera péptica, no especificado sitio",hombre,1
K27,"Úlcera péptica, no especificado sitio",mujer,1.01
K29,Gastritis y duodenitis,hombre,1.01
K29,Gastritis y duodenitis,mujer,0.99
K30,Dispepsia funcional,hombre,0.72
K30,Dispepsia funcional,mujer,1.18
K31,Otras enfermedades de estómago y duodeno,hombre,1.1
K31,Otras enfermedades de estómago y duodeno,mujer,0.93
K35,Apendicitis aguda,hombre,0.99
K35,Apendicitis aguda,mujer,1.01
K36,Otros tipos de apendicitis,hombre,0.82
K36,Otros tipos de apendicitis,mujer,1.16
K37,Apendicitis no especificada,hombre,0.99
K37,Apendicitis no especificada,mujer,1.01
K38,Otras enfermedades de apéndice,hombre,1.12
K38,Otras enfermedades de apéndice,mujer,0.86
K40,Hernia inguinal,hombre,1
K40,Hernia inguinal,mujer,1
K41,Hernia femoral,hombre,0.96
